,Target
461,-28.80000000000041
462,0.0
463,0.0
464,0.0
465,-28.80000000000041
466,0.0
467,0.0
468,0.0
469,-28.80000000000041
470,0.0
471,0.0
472,-28.799999999998363
473,0.0
474,0.0
475,0.0
476,-28.80000000000041
477,-28.80000000000041
478,-28.80000000000041
479,-28.80000000000041
480,-28.80000000000041
481,0.0
482,0.0
483,0.0
484,-28.80000000000041
485,0.0
486,0.0
487,0.0
488,-28.80000000000041
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,-28.80000000000041
495,0.0
496,0.0
497,0.0
498,-28.799999999998363
499,0.0
500,0.0
501,0.0
502,-28.80000000000041
503,0.0
504,0.0
505,0.0
506,0.0
507,-28.80000000000041
508,0.0
509,-28.80000000000041
510,0.0
511,-14.400000000000205
512,-28.80000000000041
513,0.0
514,0.0
515,-28.80000000000041
516,-28.80000000000041
517,-28.80000000000041
518,0.0
519,-28.799999999998363
520,0.0
521,0.0
522,0.0
523,0.0
524,-28.80000000000041
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,-28.80000000000041
531,-28.80000000000041
532,-28.80000000000041
533,0.0
534,-28.80000000000041
535,-28.80000000000041
536,-28.80000000000041
537,0.0
538,-28.80000000000041
539,-24.68571428571464
540,-20.571428571428864
541,-16.45714285714309
542,-12.34285714285732
543,-8.228571428571549
544,-4.114285714285774
545,0.0
546,-28.80000000000041
547,0.0
548,0.0
549,-28.80000000000041
550,0.0
551,0.0
552,0.0
553,-28.80000000000041
554,0.0
555,0.0
556,0.0
557,-28.799999999998363
558,0.0
559,0.0
560,-28.80000000000041
561,-28.80000000000041
562,-28.80000000000041
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,-28.80000000000041
569,0.0
570,0.0
571,-28.80000000000041
572,-28.80000000000041
573,-28.80000000000041
574,0.0
575,-28.80000000000041
576,-28.80000000000041
577,-28.80000000000041
578,0.0
579,0.0
580,-28.799999999998363
581,0.0
582,0.0
583,-28.80000000000041
584,0.0
585,0.0
586,0.0
587,-28.80000000000041
588,0.0
589,0.0
590,0.0
591,-28.80000000000041
592,0.0
593,0.0
594,0.0
595,-28.80000000000041
596,0.0
597,-28.799999999998363
598,0.0
599,0.0
600,-28.80000000000041
601,0.0
602,0.0
603,0.0
604,-28.80000000000041
605,-14.400000000000205
606,0.0
607,-28.80000000000041
608,0.0
609,0.0
610,-28.80000000000041
611,0.0
612,0.0
613,-28.80000000000041
614,0.0
615,0.0
616,0.0
617,-28.799999999998363
618,0.0
619,0.0
620,-28.80000000000041
621,-28.80000000000041
622,-28.80000000000041
623,0.0
624,-28.80000000000041
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,-28.80000000000041
631,-28.80000000000041
632,0.0
633,-14.400000000000205
634,-28.80000000000041
635,-28.799999999998363
636,-14.399999999999181
637,0.0
638,-28.799999999998363
639,0.0
640,0.0
641,-28.80000000000041
642,0.0
643,0.0
644,0.0
645,-28.80000000000041
646,0.0
647,-28.80000000000041
648,-28.80000000000041
649,-28.80000000000041
650,-57.59999999999877
651,0.0
652,0.0
653,0.0
654,-28.80000000000041
655,-28.80000000000041
656,-28.80000000000041
657,0.0
658,-28.80000000000041
659,-14.400000000000205
660,0.0
661,-28.80000000000041
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,-28.80000000000041
669,0.0
670,0.0
671,0.0
672,-28.80000000000041
673,0.0
674,0.0
675,0.0
676,-28.799999999998363
677,0.0
678,0.0
679,-28.80000000000041
680,0.0
681,-28.80000000000041
682,-14.400000000000205
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,-28.80000000000041
689,0.0
690,0.0
691,-28.80000000000041
692,0.0
693,-28.80000000000041
694,0.0
695,0.0
696,-28.799999999998363
697,0.0
698,0.0
699,0.0
700,-28.799999999998363
701,0.0
702,0.0
703,-28.80000000000041
704,0.0
705,0.0
706,0.0
707,-28.80000000000041
708,0.0
709,-14.400000000000205
710,-28.80000000000041
711,0.0
712,0.0
713,0.0
714,0.0
715,-28.80000000000041
716,-14.400000000000205
717,0.0
718,-28.80000000000041
719,-28.80000000000041
720,0.0
721,0.0
722,0.0
723,-28.799999999998363
724,0.0
725,0.0
726,0.0
727,0.0
728,-28.80000000000041
729,0.0
730,0.0
731,0.0
732,0.0
733,-28.80000000000041
734,0.0
735,0.0
736,0.0
737,-28.80000000000041
738,0.0
739,0.0
740,0.0
741,-28.80000000000041
742,0.0
743,0.0
744,0.0
745,0.0
746,-28.799999999998363
747,0.0
748,-28.80000000000041
749,0.0
750,0.0
751,0.0
752,0.0
753,-28.80000000000041
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,-28.80000000000041
761,0.0
762,-28.80000000000041
763,-28.799999999998363
764,0.0
765,0.0
766,0.0
767,-57.60000000000082
768,0.0
769,0.0
770,0.0
771,-28.80000000000041
772,0.0
773,-28.80000000000041
774,0.0
775,0.0
776,-28.799999999998363
777,0.0
778,0.0
779,-28.80000000000041
780,-28.80000000000041
781,0.0
782,0.0
783,-28.80000000000041
784,0.0
785,0.0
786,-28.80000000000041
787,0.0
788,-28.799999999998363
789,0.0
790,-28.80000000000041
791,0.0
792,0.0
793,-28.80000000000041
794,0.0
795,0.0
796,0.0
797,-28.80000000000041
798,0.0
799,-28.80000000000041
800,0.0
801,-28.799999999998363
802,0.0
803,-28.80000000000041
804,0.0
805,0.0
806,-28.80000000000041
807,-28.80000000000041
808,0.0
809,0.0
810,0.0
811,0.0
812,-28.80000000000041
813,0.0
814,0.0
815,-28.799999999998363
816,0.0
817,0.0
818,-28.80000000000041
819,0.0
820,-28.80000000000041
821,0.0
822,0.0
823,-28.80000000000041
824,-28.80000000000041
825,-28.80000000000041
826,-28.80000000000041
827,-28.80000000000041
828,-28.80000000000041
829,-28.80000000000041
830,-28.80000000000041
831,-28.80000000000041
832,0.0
833,-28.80000000000041
834,0.0
835,0.0
836,0.0
837,-28.799999999998363
838,0.0
839,-28.80000000000041
840,0.0
841,0.0
842,-28.80000000000041
843,0.0
844,-28.80000000000041
845,0.0
846,0.0
847,0.0
848,-28.80000000000041
849,0.0
850,-28.799999999998363
851,-28.80000000000041
852,0.0
853,-28.80000000000041
854,-28.80000000000041
855,-28.80000000000041
856,-28.799999999998363
857,0.0
858,0.0
859,-28.80000000000041
860,0.0
861,-28.80000000000041
862,-28.80000000000041
863,0.0
864,0.0
865,0.0
866,0.0
867,-28.80000000000041
868,-28.799999999998363
869,0.0
870,0.0
871,0.0
872,-28.80000000000041
873,0.0
874,-28.80000000000041
875,-28.80000000000041
876,0.0
877,0.0
878,0.0
879,-28.80000000000041
880,-28.799999999998363
881,0.0
882,0.0
883,-28.80000000000041
884,0.0
885,0.0
886,-28.80000000000041
887,0.0
888,-28.80000000000041
889,0.0
890,0.0
891,0.0
892,-28.80000000000041
893,0.0
894,0.0
895,-28.799999999998363
896,0.0
897,0.0
898,-28.80000000000041
899,0.0
900,-28.80000000000041
901,0.0
902,-28.80000000000041
903,0.0
904,0.0
905,0.0
906,-28.80000000000041
907,-28.799999999998363
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,-28.80000000000041
917,0.0
918,-28.80000000000041
919,-28.80000000000041
920,-28.80000000000041
921,0.0
922,0.0
923,0.0
924,-57.60000000000082
925,0.0
926,0.0
927,-57.59999999999877
928,0.0
929,0.0
930,0.0
931,0.0
932,-28.80000000000041
933,0.0
934,-28.80000000000041
935,-28.80000000000041
936,-28.80000000000041
937,0.0
938,-28.80000000000041
939,0.0
940,0.0
941,-28.799999999998363
942,-28.80000000000041
943,0.0
944,0.0
945,-28.80000000000041
946,-28.80000000000041
947,-28.80000000000041
948,-28.80000000000041
949,-28.80000000000041
950,0.0
951,-14.400000000000205
952,-28.80000000000041
953,0.0
954,-28.799999999998363
955,0.0
956,0.0
957,-28.80000000000041
958,0.0
959,-28.80000000000041
960,0.0
961,0.0
962,-28.80000000000041
963,0.0
964,-28.80000000000041
965,-28.799999999998363
966,-14.399999999999181
967,0.0
968,0.0
969,-28.799999999998363
970,0.0
971,-57.60000000000082
972,-28.80000000000041
973,0.0
974,0.0
975,-14.400000000000205
976,-28.80000000000041
977,0.0
978,-28.80000000000041
979,0.0
980,0.0
981,-28.799999999998363
982,0.0
983,0.0
984,-28.80000000000041
985,-28.80000000000041
986,0.0
987,0.0
988,0.0
989,-28.80000000000041
990,0.0
991,0.0
992,0.0
993,0.0
994,-28.80000000000041
995,0.0
996,-28.799999999998363
997,0.0
998,0.0
999,0.0
1000,-28.80000000000041
1001,0.0
1002,0.0
1003,-28.80000000000041
1004,0.0
1005,-28.80000000000041
1006,0.0
1007,-28.80000000000041
1008,0.0
1009,0.0
1010,-28.799999999998363
1011,0.0
1012,0.0
1013,0.0
1014,-28.80000000000041
1015,0.0
1016,0.0
1017,-57.60000000000082
1018,0.0
1019,0.0
1020,-14.400000000000205
1021,-28.80000000000041
1022,0.0
1023,0.0
1024,-28.80000000000041
1025,0.0
1026,-28.799999999998363
1027,0.0
1028,-28.80000000000041
1029,0.0
1030,0.0
1031,-28.80000000000041
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,-28.80000000000041
1037,-28.80000000000041
1038,-28.80000000000041
1039,0.0
1040,0.0
1041,-28.80000000000041
1042,0.0
1043,-28.799999999998363
1044,0.0
1045,0.0
1046,-28.80000000000041
1047,0.0
1048,0.0
1049,0.0
1050,-28.80000000000041
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,-28.80000000000041
1056,0.0
1057,-28.80000000000041
1058,0.0
1059,0.0
1060,0.0
1061,-28.799999999998363
1062,-28.80000000000041
1063,0.0
1064,0.0
1065,0.0
1066,-28.80000000000041
1067,0.0
1068,0.0
1069,-28.80000000000041
1070,0.0
1071,-28.80000000000041
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,-28.799999999998363
1077,0.0
1078,-28.80000000000041
1079,0.0
1080,0.0
1081,-115.19999999999959
1082,-115.20000000000164
1083,0.0
1084,-28.799999999998363
1085,-28.80000000000041
1086,0.0
1087,-28.80000000000041
1088,-28.80000000000041
1089,-28.80000000000041
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,-28.80000000000041
1096,0.0
1097,-28.80000000000041
1098,0.0
1099,0.0
1100,-28.799999999998363
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,-28.80000000000041
1106,0.0
1107,0.0
1108,0.0
1109,-28.80000000000041
1110,0.0
1111,-28.80000000000041
1112,0.0
1113,0.0
1114,0.0
1115,-28.80000000000041
1116,0.0
1117,-28.799999999998363
1118,0.0
1119,-28.80000000000041
1120,0.0
1121,0.0
1122,-28.80000000000041
1123,0.0
1124,0.0
1125,-28.80000000000041
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,-28.799999999998363
1137,0.0
1138,0.0
1139,-28.799999999998363
1140,-28.800000000002456
1141,-28.799999999998363
1142,-86.39999999999918
1143,-57.60000000000082
1144,-28.800000000002456
1145,-28.799999999998363
1146,-28.799999999998363
1147,0.0
1148,-28.800000000002456
1149,0.0
1150,-28.799999999998363
1151,-28.800000000002456
1152,0.0
1153,0.0
1154,0.0
1155,-28.799999999998363
1156,0.0
1157,0.0
1158,-28.799999999998363
1159,0.0
1160,0.0
1161,-28.800000000002456
1162,0.0
1163,0.0
1164,-28.799999999998363
1165,0.0
1166,0.0
1167,-28.800000000002456
1168,-28.799999999998363
1169,0.0
1170,0.0
1171,-28.80000000000041
1172,0.0
1173,0.0
1174,-28.80000000000041
1175,0.0
1176,0.0
1177,-28.799999999998363
1178,0.0
1179,-28.80000000000041
1180,0.0
1181,-28.80000000000041
1182,0.0
1183,-28.80000000000041
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,-28.80000000000041
1189,0.0
1190,0.0
1191,0.0
1192,-28.799999999998363
1193,0.0
1194,0.0
1195,-28.80000000000041
1196,0.0
1197,0.0
1198,-28.80000000000041
1199,0.0
1200,-28.80000000000041
1201,0.0
1202,-28.80000000000041
1203,0.0
1204,-28.799999999998363
1205,-28.799999999998363
1206,-28.799999999998363
1207,0.0
1208,0.0
1209,-28.80000000000041
1210,-28.80000000000041
1211,0.0
1212,0.0
1213,-28.80000000000041
1214,0.0
1215,0.0
1216,-28.80000000000041
1217,0.0
1218,0.0
1219,-28.799999999998363
1220,0.0
1221,-28.80000000000041
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,-28.80000000000041
1227,0.0
1228,0.0
1229,0.0
1230,-28.80000000000041
1231,0.0
1232,-28.80000000000041
1233,0.0
1234,-28.799999999998363
1235,0.0
1236,0.0
1237,-28.80000000000041
1238,0.0
1239,0.0
1240,-28.80000000000041
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,-28.80000000000041
1246,0.0
1247,-28.80000000000041
1248,0.0
1249,-28.799999999998363
1250,0.0
1251,-28.80000000000041
1252,0.0
1253,-28.80000000000041
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,-28.80000000000041
1259,-28.80000000000041
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,-28.799999999998363
1265,0.0
1266,-28.80000000000041
1267,-28.80000000000041
1268,0.0
1269,0.0
1270,-28.80000000000041
1271,0.0
1272,-28.80000000000041
1273,0.0
1274,-28.799999999998363
1275,0.0
1276,0.0
1277,0.0
1278,-28.80000000000041
1279,0.0
1280,0.0
1281,0.0
1282,-28.80000000000041
1283,0.0
1284,-28.80000000000041
1285,-28.80000000000041
1286,-28.80000000000041
1287,0.0
1288,-28.80000000000041
1289,-28.799999999998363
1290,0.0
1291,-28.80000000000041
1292,0.0
1293,0.0
1294,-28.80000000000041
1295,-28.80000000000041
1296,0.0
1297,-28.80000000000041
1298,-28.80000000000041
1299,-28.80000000000041
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,-28.799999999998363
1306,-28.80000000000041
1307,0.0
1308,-28.80000000000041
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,-28.80000000000041
1314,0.0
1315,-28.80000000000041
1316,-28.799999999998363
1317,-28.80000000000041
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,-28.80000000000041
1323,0.0
1324,-28.80000000000041
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,-28.80000000000041
1330,0.0
1331,-28.799999999998363
1332,0.0
1333,0.0
1334,-28.80000000000041
1335,0.0
1336,0.0
1337,0.0
1338,-28.80000000000041
1339,-28.80000000000041
1340,-28.80000000000041
1341,0.0
1342,0.0
1343,-28.799999999998363
1344,-28.799999999998363
1345,-28.799999999998363
1346,0.0
1347,-28.80000000000041
1348,-28.80000000000041
1349,0.0
1350,0.0
1351,0.0
1352,-28.80000000000041
1353,0.0
1354,0.0
1355,-28.80000000000041
1356,0.0
1357,0.0
1358,0.0
1359,-28.799999999998363
1360,-28.80000000000041
1361,0.0
1362,0.0
1363,0.0
1364,-28.80000000000041
1365,0.0
1366,0.0
1367,-28.80000000000041
1368,0.0
1369,-28.80000000000041
1370,0.0
1371,-28.799999999998363
1372,0.0
1373,0.0
1374,-28.80000000000041
1375,0.0
1376,0.0
1377,0.0
1378,-28.80000000000041
1379,0.0
1380,0.0
1381,-28.80000000000041
1382,0.0
1383,-28.80000000000041
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,-28.799999999998363
1389,-28.80000000000041
1390,0.0
1391,0.0
1392,-28.80000000000041
1393,-28.80000000000041
1394,-28.80000000000041
1395,-28.80000000000041
1396,0.0
1397,0.0
1398,0.0
1399,-28.80000000000041
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,-28.799999999998363
1409,0.0
1410,-28.80000000000041
1411,0.0
1412,0.0
1413,-28.80000000000041
1414,0.0
1415,0.0
1416,-28.80000000000041
1417,0.0
1418,-28.80000000000041
1419,0.0
1420,0.0
1421,-28.799999999998363
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,-28.80000000000041
1427,0.0
1428,0.0
1429,-28.80000000000041
1430,0.0
1431,-28.80000000000041
1432,0.0
1433,0.0
1434,-28.80000000000041
1435,0.0
1436,-28.799999999998363
1437,0.0
1438,0.0
1439,-28.80000000000041
1440,0.0
1441,-28.80000000000041
1442,0.0
1443,0.0
1444,-28.80000000000041
1445,-28.80000000000041
1446,-28.80000000000041
1447,-28.80000000000041
1448,0.0
1449,0.0
1450,-28.799999999998363
1451,0.0
1452,-28.80000000000041
1453,0.0
1454,0.0
1455,-28.80000000000041
1456,0.0
1457,0.0
1458,-28.80000000000041
1459,-28.80000000000041
1460,-28.799999999998363
1461,0.0
1462,0.0
1463,0.0
1464,-28.80000000000041
1465,0.0
1466,-28.80000000000041
1467,-28.80000000000041
1468,0.0
1469,0.0
1470,0.0
1471,-28.80000000000041
1472,0.0
1473,-28.799999999998363
1474,0.0
1475,-28.80000000000041
1476,-28.80000000000041
1477,-28.80000000000041
1478,0.0
1479,-28.80000000000041
1480,0.0
1481,-28.80000000000041
1482,0.0
1483,-28.80000000000041
1484,0.0
1485,-28.799999999998363
1486,0.0
1487,0.0
1488,-28.80000000000041
1489,-28.80000000000041
1490,-28.80000000000041
1491,-28.80000000000041
1492,-28.80000000000041
1493,0.0
1494,-57.60000000000082
1495,0.0
1496,0.0
1497,0.0
1498,-28.80000000000041
1499,0.0
1500,0.0
1501,0.0
1502,-28.799999999998363
1503,-28.80000000000041
1504,0.0
1505,-28.80000000000041
1506,0.0
1507,-28.80000000000041
1508,-14.400000000000205
1509,0.0
1510,-28.80000000000041
1511,-28.80000000000041
1512,-28.799999999998363
1513,0.0
1514,-14.399999999999181
1515,-28.799999999998363
1516,0.0
1517,-28.80000000000041
1518,0.0
1519,-28.80000000000041
1520,0.0
1521,-28.80000000000041
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,-28.80000000000041
1527,0.0
1528,-57.59999999999877
1529,-43.19999999999959
1530,-28.80000000000041
1531,-28.80000000000041
1532,-28.80000000000041
1533,-28.80000000000041
1534,0.0
1535,-28.80000000000041
1536,0.0
1537,-28.80000000000041
1538,-28.80000000000041
1539,-28.80000000000041
1540,-28.799999999998363
1541,0.0
1542,-57.60000000000082
1543,-43.200000000000614
1544,-28.80000000000041
1545,0.0
1546,0.0
1547,-28.80000000000041
1548,0.0
1549,-28.80000000000041
1550,0.0
1551,0.0
1552,-28.799999999998363
1553,-28.80000000000041
1554,0.0
1555,0.0
1556,-14.400000000000205
1557,-28.80000000000041
1558,0.0
1559,-28.80000000000041
1560,0.0
1561,-28.80000000000041
1562,-28.80000000000041
1563,0.0
1564,-28.799999999998363
1565,-28.799999999998363
1566,-28.799999999998363
1567,0.0
1568,-28.80000000000041
1569,0.0
1570,-28.80000000000041
1571,0.0
1572,-28.80000000000041
1573,0.0
1574,0.0
1575,-28.80000000000041
1576,0.0
1577,0.0
1578,-28.799999999998363
1579,0.0
1580,-28.80000000000041
1581,0.0
1582,0.0
1583,-28.80000000000041
1584,0.0
1585,-28.80000000000041
1586,0.0
1587,-28.80000000000041
1588,0.0
1589,-28.799999999998363
1590,0.0
1591,-28.80000000000041
1592,0.0
1593,-28.80000000000041
1594,-28.80000000000041
1595,-28.80000000000041
1596,0.0
1597,0.0
1598,-28.80000000000041
1599,0.0
1600,-28.80000000000041
1601,-28.799999999998363
1602,0.0
1603,-28.80000000000041
1604,-28.80000000000041
1605,-28.80000000000041
1606,-28.80000000000041
1607,0.0
1608,-28.80000000000041
1609,0.0
1610,-28.80000000000041
1611,0.0
1612,-28.799999999998363
1613,0.0
1614,0.0
1615,-28.80000000000041
1616,-28.80000000000041
1617,-28.80000000000041
1618,0.0
1619,-28.80000000000041
1620,0.0
1621,-28.80000000000041
1622,0.0
1623,0.0
1624,-28.80000000000041
1625,0.0
1626,-28.799999999998363
1627,0.0
1628,0.0
1629,-28.80000000000041
1630,0.0
1631,0.0
1632,0.0
1633,-28.80000000000041
1634,-28.80000000000041
1635,0.0
1636,0.0
1637,-28.80000000000041
1638,-28.799999999998363
1639,0.0
1640,0.0
1641,0.0
1642,-28.80000000000041
1643,0.0
1644,-28.80000000000041
1645,0.0
1646,0.0
1647,-28.80000000000041
1648,-28.80000000000041
1649,0.0
1650,0.0
1651,-28.799999999998363
1652,0.0
1653,-28.80000000000041
1654,0.0
1655,0.0
1656,-28.80000000000041
1657,0.0
1658,0.0
1659,0.0
1660,-28.80000000000041
1661,0.0
1662,0.0
1663,-28.80000000000041
1664,-28.799999999998363
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,-28.80000000000041
1671,0.0
1672,-28.80000000000041
1673,0.0
1674,-28.80000000000041
1675,0.0
1676,0.0
1677,0.0
1678,-28.80000000000041
1679,-28.799999999998363
1680,0.0
1681,0.0
1682,-28.80000000000041
1683,0.0
1684,0.0
1685,-28.80000000000041
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,-28.799999999998363
1697,0.0
1698,0.0
1699,-28.80000000000041
1700,0.0
1701,0.0
