DATE,FCCFFI232.PV,FCCFPC175.MV,FCCFPC175.PV,FCCGAI008.PV,FCCGDI501AM.PV,FCCGDI501M.PV,FCCGDI502AM.PV,FCCGDI502M.PV,FCCGFC014.MV,FCCGFC014.PV,FCCGFC028.MV,FCCGFC028.PV,FCCGFC030.PV,FCCGFI004.PV,FCCGHI020.PV,FCCGKP501M.PV,FCCGLC040.PV,FCCGLC501.MV,FCCGLC501.PV,FCCGLI015.PV,FCCGLI510.PV,FCCGPC039.PV,FCCGPDI510.PV,FCCGPI009.PV,FCCGPI022.PV,FCCGPI023.PV,FCCGPI025.PV,FCCGPI501.PV,FCCGPI503.PV,FCCGPI504.PV,FCCGPI505.PV,FCCGPI508.PV,FCCGPI509.PV,FCCGPI511.PV,FCCGPI512.PV,FCCGTI012.PV,FCCGTI037.PV,FCCGTI501M.PV,FCCGTI502M.PV,FCCGTI503M.PV,FCCGTI504M.PV,FCCGTI505AM.PV,FCCGTI505M.PV,FCCGTI506M.PV,FCCGTI507M.PV,FCCGTI508M.PV,FCCGTI509M.PV,FCCGTI510M.PV,FCCGTI511M.PV,FCCGTI512M.PV,FCCGTI513M.PV,FCCGTI514M.PV,FCCGTI518M.PV,FCCGTI521M.PV,FCCGTI522M.PV,FCCGTI523M.PV,FCCGTI528.PV,FCCGTI528M.PV,FCCGTI529M.PV,FCCGYI501M.PV,FCCGYI502.PV,FCCGYI502M.PV,FCCGYI503.PV,FCCGYI503M.PV,FCCGYI504.PV,FCCGYI504M.PV,FCCGYI505.PV,FCCGYI505M.PV,FCCGYI506.PV,FCCGYI506M.PV,FCCGYI507M.PV,FCCGYI508.PV,FCCGYI508M.PV,FCCAGPI604_P.PV,FCCGFI600.PV
10/5/19 17:15,2598.242,82.1,1.55,0.7,0.131493,0.143452,-0.000606519,0.071707,99.951,671.24,100,402.7,174.162,155,63.7,10645.8,39.5293,19.2,60,-0.7,59,5.454,6656.9,7.805,6.1,5.4,13.2,10.4,2.3,9.8,16.6,-0.837454,-0.1,3.2,2.6,59.3,47.6,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,71.9713,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.9952,47.994,318.3,318.216,59.9945,28.1532,35.76,35.544,32.7,32.5287,40.2,40.0626,24.8,24.6882,26.37,26.2105,14.5186,14.8041,14.703,,
10/5/19 17:20,2598.261,82.3,1.55,0.7,0.130728,0.142778,-0.000606519,0.0714754,99.951,675.5,100,405,173.812,153.7,64.1,10660.4,40.4124,21.1,60.1,-0.8,59,5.46,6670.1,7.851,6.1,5.4,13.2,10.3,2.3,9.8,16.6,-0.839097,-0.1,3.2,2.6,59.1,47.6,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.2671,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.9952,47.994,318.2,318.111,59.4498,28.1429,35.78,35.5617,32.7,32.6007,40.3,40.1827,24.5,24.3577,26.07,25.8879,14.2661,14.5054,14.3849,,
10/5/19 17:25,2605.126,82.2,1.55,0.7,0.131157,0.143145,-0.000606519,0.071542,99.951,673.74,100,404.3,176.099,155.7,64,10656.6,39.6468,19.7,59.8,-0.8,58.9,5.458,6658.6,7.84,6.1,5.4,13.2,10.4,2.3,9.9,16.6,-0.838004,-0.1,3.2,2.6,59.1,47.6,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,71.9752,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.995,47.994,318.3,318.813,59.8502,28.1662,35.82,35.6157,32.7,32.5763,40.2,40.1173,24.4,24.2945,25.92,25.7641,14.2032,14.3662,14.2256,,
10/5/19 17:30,2604.156,81.9,1.55,0.7,0.131072,0.143066,-0.000606519,0.071574,99.951,667.32,100,402.1,174.963,153.7,63.4,10637.4,40.0446,20.4,60.2,-0.8,58.8,5.455,6671.8,7.761,6.1,5.4,13.2,10.3,2.3,9.8,16.5,-0.839354,-0.1,3.2,2.6,59.1,47.5,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,71.9713,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.6436,47.994,318.3,318.129,59.7466,28.1146,35.65,35.4673,32.7,32.555,40.3,40.1499,24.5,24.3951,25.91,25.7472,14.184,14.3522,14.2395,,
10/5/19 17:35,2603.704,81.8,1.55,0.7,0.130926,0.142846,-0.000606519,0.0715784,99.951,666.61,100,401,174.748,153.3,63.3,10627.8,40.1415,20.6,59.7,-0.8,58.8,5.453,6664.8,7.734,6,5.4,13.2,10.3,2.3,9.8,16.5,-0.841042,-0.1,3.2,2.6,58.8,47.4,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,71.9713,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.9099,47.994,317.9,317.977,59.2713,28.1089,35.68,35.521,32.7,32.5423,40.2,40.1169,24.7,24.6144,26.1,25.929,14.3059,14.559,14.4237,,
10/5/19 17:40,2602.433,82,1.55,0.7,0.131506,0.143475,-0.000606519,0.0715169,99.951,668.08,100,402.3,176.442,154.6,63.5,10640.4,39.8045,19.8,60.3,-0.8,58.7,5.456,6669.4,7.79,6.1,5.4,13.2,10.4,2.3,9.9,16.6,-0.836576,-0.1,3.2,2.6,59.2,47.5,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,71.9713,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.9224,47.994,317.5,317.834,59.9945,28.1382,35.73,35.5304,32.8,32.5909,40.2,40.113,25.2,25.0183,26.47,26.3161,14.6715,15.1118,15.0008,,
10/5/19 17:45,2605.743,82.2,1.55,0.6,0.131844,0.143807,-0.000606519,0.071504,99.951,669.45,100,403.4,175.477,156,63.9,10656.7,40.1968,21.3,59.8,-0.8,58.7,5.461,6667.2,7.834,6.1,5.4,13.2,10.5,2.3,10,16.7,-0.834706,-0.1,3.2,2.6,59.6,47.5,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,71.9713,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.7541,47.994,317.5,317.954,59.9945,28.169,35.77,35.5845,32.8,32.6258,40.3,40.1607,25.5,25.391,26.95,26.7723,14.9718,15.4982,15.389,,
10/5/19 17:50,2603.599,82.2,1.55,0.6,0.131474,0.143417,-0.000606519,0.0713833,99.951,669.66,100,404.1,175.066,153.5,63.9,10656.6,39.7154,19.3,60.1,-0.8,58.7,5.462,6671.1,7.814,6.1,5.4,13.2,10.5,2.3,10,16.7,-0.837254,-0.1,3.2,2.6,59.4,47.5,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.2691,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.9776,47.994,317.8,317.977,59.9945,28.1569,35.77,35.5324,32.7,32.574,40.2,40.1346,25.3,25.1442,26.77,26.6019,14.7154,15.0724,14.9695,,
10/5/19 17:55,2608.262,82.2,1.55,0.6,0.131102,0.14309,-0.000606519,0.0713713,99.951,674.92,100,405.9,174.037,155.2,64,10659.2,40.497,21.2,60,-0.8,58.7,5.46,6674.5,7.86,6.1,5.4,13.2,10.5,2.3,10,16.6,-0.837605,-0.1,3.2,2.6,59.3,47.6,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.9712,70.9715,51.9788,51.9788,52.9786,104.99,104.99,45.5536,47.994,318.2,318.161,59.9945,28.1683,35.73,35.5732,32.8,32.6204,40.3,40.2083,24.7,24.5555,26.21,26.044,14.3178,14.5391,14.4407,,
10/5/19 18:00,2606.924,82.2,1.55,0.6,0.131142,0.143152,-0.000606519,0.0713524,99.951,675.63,100,405.8,174.535,154.6,63.9,10653.7,39.531,19.5,59.9,-0.8,58.6,5.457,6660.4,7.852,6.1,5.4,13.1,10.5,2.3,9.9,16.6,-0.838819,-0.1,3.2,2.6,59.3,47.6,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.9712,70.9715,51.9788,51.9788,53.7692,104.99,104.99,45.434,47.994,318.5,318.268,59.9945,28.1345,35.76,35.6122,32.7,32.5788,40.3,40.1496,24.6,24.4129,26.07,25.9059,14.2305,14.4323,14.3246,,
10/5/19 18:05,2602.013,82.3,1.55,0.6,0.130854,0.14286,-0.000606519,0.0712133,99.951,681.2,100,407.7,173.871,155.3,64.2,10668.3,40.666,20.9,60.2,-0.8,58.6,5.459,6682.6,7.921,6.1,5.4,13.2,10.4,2.3,9.9,16.6,-0.838393,-0.1,3.2,2.6,59.3,47.7,46.9818,68.974,51.2134,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.9712,70.9715,51.9788,51.9788,53.5404,104.99,104.99,45.9584,47.994,318.5,318.579,59.8014,28.1283,35.7,35.5188,32.7,32.569,40.3,40.1647,24.7,24.5508,26.24,26.0618,14.2863,14.6106,14.4937,,
10/5/19 18:10,2599.26,82.2,1.55,0.6,0.131474,0.143443,-0.000606519,0.0711403,99.951,679.1,100,407.1,175.933,157.1,64,10657,39.1928,20.1,59.8,-0.8,58.6,5.458,6665.9,7.902,6.1,5.4,13.2,10.4,2.3,9.9,16.6,-0.837002,-0.1,3.2,2.6,59.5,47.7,46.9818,68.974,51.2777,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.9172,70.9715,51.9788,51.9788,53.9785,104.99,104.99,45.9952,47.994,318.1,317.977,59.9876,28.1525,35.75,35.5778,32.7,32.5639,40.2,40.126,24.8,24.689,26.32,26.1698,14.3718,14.6828,14.5574,,
10/5/19 18:15,2600.329,82,1.55,0.6,0.13208,0.144072,-0.000606519,0.0713399,99.951,670.87,100,403.5,176.156,151.6,63.5,10641.2,40.8012,20.1,60.3,-0.8,58.6,5.456,6676,7.825,6.1,5.4,13.1,10.4,2.3,9.9,16.6,-0.8346,-0.1,3.2,2.6,59.7,47.6,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.2137,70.9715,51.9788,51.9788,53.9785,104.498,104.99,45.9515,47.994,317.8,317.977,59.9945,28.1903,35.73,35.5486,32.8,32.5813,40.3,40.1824,24.9,24.7865,26.32,26.1638,14.3957,14.5922,14.4775,,
10/5/19 18:20,2603.39,82.2,1.55,0.6,0.132,0.143919,-0.000606519,0.0713196,99.951,673.14,100,405,173.681,155.8,64,10659.9,39.0372,20.9,59.7,-0.8,58.5,5.462,6668.6,7.87,6.1,5.4,13.2,10.4,2.3,9.9,16.6,-0.835025,-0.1,3.2,2.6,59.7,47.5,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.937,70.9715,51.9788,51.9788,53.9785,104.988,104.99,45.348,47.994,317.8,317.977,59.9945,28.1578,35.66,35.468,32.8,32.5867,40.3,40.1456,25,24.8589,26.4,26.2367,14.4768,14.7388,14.6245,,
10/5/19 18:25,2603.428,82.3,1.55,0.6,0.131718,0.143643,-0.000606519,0.0712234,99.951,674.41,100,405.9,173.718,155.9,64.2,10665,41.0423,19.6,60.3,-0.8,58.5,5.461,6673.3,7.882,6.1,5.4,13.1,10.4,2.3,9.9,16.5,-0.836507,-0.1,3.2,2.6,59.6,47.5,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.9712,70.9715,51.9788,51.9788,53.9785,104.99,104.567,44.9958,47.9745,317.8,317.977,59.9945,28.1755,35.71,35.498,32.8,32.5819,40.3,40.2046,25.1,25.0035,26.56,26.3956,14.6231,14.9893,14.8574,,
10/5/19 18:30,2605.028,82.3,1.55,0.6,0.131971,0.143746,-0.000606519,0.0712312,99.951,672.45,100,405.4,174.727,154.2,64.1,10665.6,38.9482,21.4,59.8,-0.8,59,5.461,6676.8,7.868,6.1,5.4,13.1,10.4,2.3,9.9,16.5,-0.836317,-0.1,3.2,2.6,59.5,47.4,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.9712,70.9715,51.9788,51.9788,53.9785,104.99,104.304,44.9958,47.4442,318.1,317.977,59.9945,28.213,35.69,35.4769,32.7,32.5345,40.2,40.1006,25.2,25.0523,26.63,26.4568,14.5861,14.9584,14.8327,,
10/5/19 18:35,2602.087,82.3,1.55,0.6,0.132212,0.143801,-0.000606519,0.0711055,99.951,672.88,100,405.3,174.178,156.5,64.2,10665.2,41.03,19.3,60.1,-0.8,60,5.461,6669.9,7.879,6.1,5.4,13.1,10.3,2.3,9.8,16.5,-0.835239,-0.1,3.2,2.6,59.7,47.3,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.5226,70.9715,51.9788,51.9788,53.7947,104.987,103.998,44.9958,47.0014,318.6,318.675,59.9945,28.1409,35.62,35.4361,32.7,32.4902,40.3,40.191,25.2,25.0274,26.54,26.3839,14.5072,14.8578,14.741,,
10/5/19 18:40,2607.527,82.2,1.55,0.6,0.131958,0.143575,-0.000606519,0.0711016,99.951,672.59,100,405.3,176.605,155.5,64,10658.8,39.0117,21.3,60,-0.8,61.1,5.46,6684.4,7.855,6.1,5.4,13.1,10.4,2.3,9.9,16.5,-0.837117,-0.1,3.2,2.6,59.5,47.2,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.3299,70.9715,51.9788,51.9788,52.9786,104.134,104.009,44.9958,46.9946,318.6,318.939,59.9945,28.1505,35.72,35.5236,32.7,32.5836,40.4,40.2295,25.2,25.0399,26.54,26.3791,14.5177,14.8258,14.7064,,
10/5/19 18:45,2603.533,82.1,1.55,0.6,0.131677,0.143377,-0.000606519,0.0711644,99.951,669.76,100,404.3,176.628,155.1,63.9,10652.8,40.9979,19.6,59.9,-0.7,62,5.457,6666.2,7.807,6.1,5.4,13.1,10.5,2.3,10,16.6,-0.840228,-0.1,3.2,2.6,59.3,47.1,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,71.9753,70.9715,51.9788,51.9788,52.9786,103.991,103.991,44.9958,46.9946,318.4,318.153,59.8793,28.1808,35.74,35.5694,32.8,32.6168,40.3,40.1896,25.2,25.0936,26.56,26.4061,14.5782,14.8727,14.7541,,
10/5/19 18:50,2598.957,82.3,1.55,0.6,0.132214,0.143935,-0.000606519,0.071048,99.951,670.73,100,404.6,175.57,154.9,64.1,10661.2,38.9834,20.7,60.2,-0.8,62.9,5.461,6678.2,7.839,6.1,5.4,13.2,10.6,2.3,10.1,16.7,-0.839068,-0.1,3.2,2.6,59.3,47,46.9818,68.974,50.9789,0,50.9789,0,60.9752,76.9706,60.9752,61.9751,72.2196,70.9715,51.9788,51.9788,52.9786,103.991,103.991,44.9958,46.9946,318.3,317.977,59.9944,28.1826,35.75,35.5497,32.8,32.6136,40.3,40.135,25.4,25.2991,26.85,26.6726,14.7192,15.1496,15.02,,
10/5/19 18:55,2600.4,82.3,1.55,0.6,0.132635,0.144212,-0.000606519,0.0707321,99.951,675.81,100,406.1,175.024,156.1,64.2,10664.7,41.0692,20.5,59.8,-0.9,64,5.46,6664,7.908,6.1,5.4,13.2,10.6,2.3,10.1,16.7,-0.836033,-0.1,3.2,2.6,59.8,47,46.9818,68.974,50.9789,0,50.924,0,60.9752,76.9706,60.9752,61.9751,72.123,70.9715,51.9788,51.9788,52.9786,103.991,103.991,44.9958,46.9946,318.1,317.977,59.9945,28.2003,35.69,35.5149,32.8,32.6062,40.3,40.1393,25.1,25.002,26.54,26.389,14.5032,14.7814,14.6504,,
10/5/19 19:00,2610.323,82.1,1.55,0.6,0.132107,0.143628,-0.000606519,0.0707974,99.951,672.72,100,404.4,175.486,155.5,63.7,10644,38.8651,19.9,60.2,-0.8,65,5.454,6673.5,7.837,6.1,5.4,13.1,10.6,2.3,10.1,16.6,-0.838835,-0.1,3.2,2.6,59.6,47,46.9818,68.974,50.9789,0,49.9882,0,60.9752,76.9706,60.9752,61.9751,71.9713,70.7726,51.9788,51.9788,52.9786,103.991,103.991,44.9958,46.9946,317.9,317.977,59.9883,28.135,35.7,35.5047,32.8,32.6461,40.3,40.2191,24.9,24.7739,26.29,26.1389,14.3188,14.5381,14.4018,,
10/5/19 19:05,2610.639,81.9,1.55,0.6,0.132006,0.143641,-0.000606519,0.0710469,99.951,666.85,100,402.4,175.11,152.7,63.4,10634.8,40.9862,21.2,59.8,-0.8,65.9,5.454,6681.2,7.773,6,5.4,13.1,10.6,2.3,10.1,16.6,-0.839955,-0.1,3.2,2.6,59.3,46.9,46.9818,68.974,50.9789,0,49.9814,0,60.9752,76.9706,60.9752,61.9751,71.9713,70.3247,51.9788,51.9788,52.9786,103.991,103.991,44.9958,46.9946,317.9,317.977,59.994,28.1299,35.67,35.4587,32.8,32.6113,40.3,40.2138,25.1,25.0102,26.46,26.2979,14.4816,14.7423,14.6413,,
10/5/19 19:10,2608.384,81.8,1.55,0.6,0.1329,0.144424,-0.000606519,0.0712802,99.951,664.01,100,400.9,174.081,153.2,63.2,10625.1,38.9819,19.5,60.1,-0.8,66,5.454,6668.1,7.766,6,5.4,13.1,10.6,2.3,10.1,16.5,-0.837269,-0.1,3.2,2.6,59.6,46.7,46.9818,68.974,50.9789,0,49.9814,0,60.9752,76.9706,60.9752,61.9751,71.9713,69.9739,51.9788,51.9788,52.9786,103.991,103.991,44.2549,46.9946,317.8,317.798,59.9945,28.1078,35.51,35.3416,32.7,32.5601,40.2,40.1448,25.9,25.7344,27.2,27.0335,14.9313,15.4156,15.2593,,
10/5/19 19:15,2607.085,81.8,1.55,0.6,0.132684,0.14418,-0.000606519,0.071271,99.951,662.2,100,401,175.089,152.7,63.2,10626,40.9298,21.2,60,-0.9,66,5.455,6682.2,7.75,6,5.4,13.1,10.6,2.3,10.1,16.5,-0.837023,-0.1,3.2,2.6,59.6,46.7,46.9818,68.974,50.9789,0,49.9814,0,60.9752,76.9706,60.9752,61.9751,71.9713,69.9739,51.9788,51.9788,52.9786,103.991,103.821,43.9964,46.9946,318,317.977,59.9945,28.0867,35.64,35.4395,32.7,32.5853,40.4,40.2841,25.1,24.9162,26.49,26.3512,14.5106,14.8657,14.7513,,
10/5/19 19:20,2606.157,81.6,1.55,0.6,0.132425,0.143875,-0.000606519,0.0714203,99.951,655.74,100,398,175.859,153.2,62.7,10606.4,38.9877,19.6,59.9,-1,66,5.449,6677.6,7.665,6,5.4,13.1,10.6,2.3,10.1,16.6,-0.837591,-0.1,3.2,2.6,59.6,46.5,46.9818,68.974,50.9789,0,49.9814,0,60.9752,76.7223,60.9752,61.9751,71.9713,69.9739,51.3309,51.9788,52.9786,103.991,103.743,43.9964,46.9946,317.9,317.922,59.9945,28.0619,35.48,35.3046,32.7,32.5163,40.4,40.2672,24.6,24.4195,26.01,25.8411,14.2623,14.4713,14.3808,,
10/5/19 19:25,2599.022,81.5,1.55,0.6,0.131699,0.143141,-0.000606519,0.0714153,99.951,654.23,100,397.2,174.892,150.5,62.6,10603.6,40.9824,20.8,60.2,-0.9,65.9,5.447,6687.5,7.626,6,5.4,13.1,10.6,2.3,10.1,16.6,-0.840837,-0.1,3.2,2.6,59.3,46.3,46.9818,68.974,50.9789,0,49.9814,0,60.9752,76.3444,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,103.991,102.992,43.9964,46.4239,317.1,316.833,59.8201,28.1005,35.45,35.2647,32.7,32.5321,40.3,40.1418,24.4,24.3166,25.91,25.7611,14.2109,14.4274,14.3112,,
10/5/19 19:30,2597.341,81.7,1.55,0.6,0.131446,0.142857,-0.000606519,0.071371,99.951,659.21,100,399,174.69,152.3,62.9,10615.8,39.1213,20.3,59.8,-1,65.9,5.449,6677.4,7.698,6,5.4,13.1,10.6,2.3,10.1,16.6,-0.83963,-0.1,3.2,2.6,59.3,46.3,46.9818,68.5629,50.9789,0,49.9814,0,60.9752,76.5616,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,103.343,102.992,43.9964,45.9952,315.9,315.686,59.9168,28.1114,35.7,35.5136,32.8,32.6014,40.3,40.2275,24.4,24.2595,25.84,25.6785,14.2061,14.4357,14.3294,,
10/5/19 19:35,2599.192,81.5,1.55,0.6,0.131431,0.142893,-0.000606519,0.0714525,99.951,656.61,100,397.4,174.705,153.2,62.5,10604.3,40.8343,20,60.2,-0.9,65.9,5.444,6685.4,7.676,6,5.4,13.1,10.6,2.3,10.1,16.6,-0.837206,-0.1,3.2,2.6,59.6,46.2,46.9818,67.9742,50.9789,0,49.9814,0,60.9752,75.9776,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,102.992,102.992,43.9964,45.9952,314.4,314.327,59.9945,28.1402,35.6,35.4106,32.7,32.5732,40.3,40.1609,24.4,24.2687,25.84,25.6819,14.2102,14.4064,14.2776,,
10/5/19 19:40,2601.204,81.1,1.55,0.6,0.131603,0.14306,-0.000606519,0.0716374,99.951,649.68,100,394.2,175.114,149.2,61.9,10579.3,39.1053,20.9,59.8,-1,65.9,5.437,6687.3,7.592,6,5.4,13.1,10.6,2.3,10.1,16.6,-0.837032,-0.1,3.2,2.6,59.6,46.2,46.9818,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,102.992,102.992,43.9964,45.9952,313.6,313.337,59.9945,28.0687,35.36,35.1875,32.7,32.5949,40.3,40.1914,24.6,24.4401,25.98,25.8119,14.3146,14.5213,14.3498,,
10/5/19 19:45,2604.128,81.2,1.55,0.6,0.131451,0.142961,-0.000606519,0.0715062,99.951,648.24,100,394.2,175.624,150.6,62,10583.6,40.8748,19.4,60.2,-1,65.9,5.44,6688.6,7.596,6,5.4,13.1,10.6,2.3,10.1,16.7,-0.835683,-0.1,3.2,2.6,59.7,46,46.9267,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,102.992,102.992,43.9964,45.9952,313.4,313.023,60.0294,28.0639,35.41,35.2174,32.7,32.5822,40.3,40.2127,24.5,24.3218,25.87,25.7108,14.2862,14.5303,14.3985,,
10/5/19 19:50,2600.934,81.3,1.55,0.6,0.13136,0.142809,-0.000606519,0.0715189,99.951,648.31,100,394.1,175.368,152,62.1,10589.3,39.1262,21.3,59.9,-1,65.9,5.44,6698.8,7.597,6,5.4,13.1,10.6,2.3,10.1,16.7,-0.835985,-0.1,3.2,2.6,59.7,45.9,46.2098,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,102.992,102.992,43.9964,45.9952,313.5,312.974,60.0428,28.0428,35.41,35.2152,32.7,32.5974,40.4,40.2349,24.4,24.2445,25.75,25.5911,14.2479,14.4032,14.3124,,
10/5/19 19:55,2606.997,81.4,1.55,0.6,0.131119,0.142692,-0.000606519,0.0714989,99.951,649.89,100,395.2,174.915,150.4,62.3,10597.9,40.8994,19.3,60.1,-1,65.8,5.442,6679.4,7.613,6,5.4,13.1,10.6,2.3,10.1,16.8,-0.837284,-0.1,3.2,2.6,59.5,45.9,46.6429,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,102.992,102.992,43.9964,45.9952,313.7,313.372,59.9999,28.1115,35.4,35.2276,32.7,32.5728,40.3,40.2075,24.3,24.1412,25.61,25.4605,14.135,14.2782,14.1574,,
10/5/19 20:00,2603.622,81.4,1.55,0.6,0.131142,0.142598,-0.000606519,0.071346,99.951,651.59,100,395.7,174.716,152.5,62.4,10599.8,39.12,21.2,60,-1,65.7,5.443,6691.4,7.634,6,5.4,13.1,10.6,2.3,10.1,16.8,-0.836469,-0.1,3.2,2.6,59.6,45.9,45.9819,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,51.9788,52.9786,102.992,102.992,43.9964,45.9952,313.8,313.97,60.0093,28.0424,35.52,35.3271,32.8,32.6477,40.4,40.2957,24.4,24.26,25.71,25.5481,14.1664,14.3157,14.2059,,
10/5/19 20:05,2605.616,81.2,1.55,0.6,0.131399,0.142867,-0.000606519,0.0713448,99.951,649.96,100,394.6,175.292,152.6,62,10587.7,40.8649,19.6,59.9,-1,65.7,5.439,6677.7,7.6,6,5.4,13.1,10.6,2.3,10.1,16.8,-0.836026,-0.1,3.2,2.6,59.7,45.9,45.9819,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,51.9238,52.9786,102.992,102.992,43.9964,45.9952,314,313.971,59.9945,28.0052,35.47,35.2591,32.8,32.6802,40.4,40.3087,24.4,24.2915,25.72,25.5472,14.1988,14.3534,14.2158,,
10/5/19 20:10,2602.557,81.1,1.55,0.6,0.131592,0.142975,-0.000606519,0.0713115,99.951,647.8,100,393,174.739,150.9,61.7,10575.2,39.1428,20.8,60.2,-1,65.7,5.438,6700.1,7.569,6,5.4,13.1,10.6,2.3,10.1,16.8,-0.836231,-0.1,3.2,2.6,59.7,45.8,45.9819,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,50.9857,52.9786,102.992,102.992,43.9964,45.9952,314.3,314.027,59.9945,27.9614,35.44,35.25,32.8,32.6764,40.4,40.2633,24.4,24.2917,25.75,25.5977,14.199,14.3671,14.2436,,
10/5/19 20:15,2605.351,81.1,1.55,0.6,0.131755,0.143095,-0.000606519,0.0711489,99.951,649.41,100,394.1,175.547,150.5,61.8,10579.6,40.9371,20.1,59.8,-1,65.7,5.438,6685.6,7.591,6,5.4,13.1,10.6,2.3,10.1,16.8,-0.835529,-0.1,3.2,2.6,59.7,45.8,45.9819,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,50.9789,52.9786,102.992,102.992,43.9964,45.9952,315,314.972,60.5935,27.9954,35.39,35.2102,32.8,32.6259,40.4,40.2741,24.5,24.3573,25.82,25.6604,14.2262,14.4013,14.2443,,
10/5/19 20:20,2607.835,81.2,1.55,0.6,0.13202,0.143354,-0.000606519,0.0712346,99.951,649.45,100,394.3,175.874,150.9,62,10584.2,39.102,20.2,60.3,-1,65.7,5.438,6695.8,7.603,6,5.4,13.1,10.6,2.3,10.1,16.8,-0.835055,-0.1,3.2,2.6,59.7,45.8,45.9819,67.9742,50.9789,0,49.9814,0,60.9752,75.9708,60.9752,61.9751,71.9713,69.9739,50.9789,50.9789,52.9786,102.992,102.992,43.9964,45.9952,315.4,314.98,60.9397,27.9939,35.46,35.2924,32.8,32.6207,40.4,40.3331,24.6,24.4599,25.92,25.7736,14.3059,14.4679,14.3492,,
10/5/19 20:25,2607.084,81.1,1.55,0.6,0.132212,0.143531,-0.000606519,0.0711654,99.951,646.22,100,392.7,175.554,149.9,61.7,10573.2,40.8275,20.9,59.7,-1,65.7,5.436,6685.3,7.55,6,5.4,13.1,10.7,2.3,10.2,16.8,-0.836083,-0.1,3.2,2.5,59.6,45.6,45.9819,67.9742,50.9789,0,49.9814,0,60.6784,75.9708,60.9752,61.3271,71.9713,69.9739,50.9789,50.9789,52.9786,102.992,102.992,43.9964,45.7469,315.5,314.979,60.002,27.9712,35.35,35.1795,32.8,32.6244,40.4,40.2568,24.5,24.3956,25.82,25.6743,14.2055,14.342,14.2639,,
