FCCFFI232.PV,FCCFPC175.MV,FCCFPC175.PV,FCCGAI008.PV,FCCGDI501AM.PV,FCCGDI501M.PV,FCCGDI502M.PV,FCCGFC014.PV,FCCGFC028.MV,FCCGFC028.PV,FCCGFC030.PV,FCCGFI004.PV,FCCGLC040.PV,FCCGLC501.MV,FCCGLC501.PV,FCCGLI015.PV,FCCGPC039.PV,FCCGPDI510.PV,FCCGPI022.PV,FCCGPI023.PV,FCCGPI025.PV,FCCGPI501.PV,FCCGPI505.PV,FCCGPI508.PV,FCCGPI509.PV,FCCGPI511.PV,FCCGPI512.PV,FCCGTI012.PV,FCCGTI037.PV,FCCGTI501M.PV,FCCGTI502M.PV,FCCGTI503M.PV,FCCGTI505AM.PV,FCCGTI506M.PV,FCCGTI507M.PV,FCCGTI508M.PV,FCCGTI509M.PV,FCCGTI510M.PV,FCCGTI511M.PV,FCCGTI514M.PV,FCCGTI518M.PV,FCCGTI521M.PV,FCCGTI522M.PV,FCCGTI528.PV,FCCGTI529M.PV,FCCGYI501M.PV,FCCGYI502.PV,FCCGYI503.PV,FCCGYI504.PV,FCCGYI505.PV,FCCGYI507M.PV,FCCGYI508.PV
2606.84,82.5,1.55,0.8,0.126511,0.137267,0.0706029,653.34,100,401.7,173.187,150.7,40.9337,19.9,60.3,-1.1,5.482,6723.7,6.1,5.4,13.2,9.6,16.5,-0.868161,-0.1,3.2,2.6,56.1,46.8,43.9822,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,317.1,55.9892,28.4035,36.4,32.6,40.1,25,14.5149,15.0013
2608.445,82.5,1.55,0.8,0.126499,0.137302,0.0705899,653.26,100,401.6,174.31,151.4,39.0867,21.9,59.8,-1,5.483,6722.8,6.1,5.4,13.2,9.6,16.5,-0.86817,-0.1,3.2,2.6,56.1,46.8,43.9822,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,317.3,55.9892,28.4272,36.4,32.6,40,24.9,14.477,14.8812
2606.153,82.4,1.55,0.8,0.126579,0.137367,0.0705556,649.94,100,399.8,176.484,148.6,40.7997,19.6,60.1,-1,5.478,6714,6.1,5.4,13.2,9.7,16.5,-0.86883,-0.1,3.2,2.6,56.1,46.8,43.9822,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.2383,103.991,103.991,43.9964,317.3,55.9892,28.3714,36.37,32.6,40,24.8,14.4434,14.8245
2607.762,82.4,1.55,0.8,0.126449,0.137258,0.0704794,652.96,100,400.7,175.66,149.9,39.3309,21.9,60,-1,5.48,6727.5,6.1,5.4,13.2,9.7,16.5,-0.868844,-0.1,3.2,2.6,56.1,46.8,43.9822,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,317.3,55.9892,28.399,36.32,32.6,40,24.6,14.3165,14.6757
2608.335,82.4,1.55,0.8,0.12649,0.13725,0.0704678,653.42,100,401.3,174.316,150.2,40.556,19.9,59.9,-1.1,5.482,6717.4,6.1,5.4,13.2,9.6,16.5,-0.868666,-0.1,3.2,2.6,56.1,46.8,43.9822,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,317.3,55.9892,28.418,36.31,32.6,40,24.6,14.286,14.697
2606.93,82.4,1.55,0.8,0.126388,0.137154,0.0704489,652.95,100,400.3,175.928,151,39.5827,21.4,60.2,-1.1,5.477,6737.3,6.1,5.4,13.2,9.7,16.5,-0.868294,-0.1,3.2,2.6,56.1,46.8,43.9822,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,317.2,55.9892,28.3592,36.4,32.7,40.1,24.7,14.3279,14.6805
2608.041,82.5,1.55,0.8,0.126299,0.137008,0.0700958,657.2,100,402.3,176.227,152.2,40.4251,20.6,59.8,-1.1,5.484,6710.4,6.1,5.4,13.2,9.7,16.6,-0.868483,-0.1,3.2,2.6,56.2,46.9,43.9822,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.7229,103.991,103.991,43.9964,317.1,55.9892,28.3644,36.39,32.6,40,24.6,14.2804,14.6174
2605.616,82.3,1.55,0.8,0.126384,0.137093,0.0703607,653.28,100,400.6,175.826,150.2,39.5407,20.6,60.3,-1,5.477,6718.7,6.1,5.4,13.2,9.8,16.7,-0.869073,-0.1,3.2,2.6,56.2,46.9,43.1371,65.8751,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.2412,103.991,103.991,43.9964,317.2,55.9892,28.3826,36.45,32.6,40,24.6,14.259,14.5684
2599.459,82.4,1.55,0.8,0.12642,0.137065,0.0703882,653.62,100,401.6,173.166,148.9,40.2047,21.4,59.7,-1,5.485,6721.8,6.1,5.4,13.2,9.7,16.6,-0.868639,-0.1,3.2,2.6,56.2,46.9,42.9824,65.9745,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9781,103.991,103.991,43.9964,317.3,55.9892,28.383,36.42,32.6,40.1,24.6,14.218,14.5552
2596.853,82.4,1.55,0.8,0.126645,0.13726,0.0703295,655.35,100,401.6,174.409,149.9,39.9747,19.9,60.3,-1.1,5.483,6725.5,6.1,5.4,13.2,9.7,16.6,-0.868239,-0.1,3.2,2.6,56.3,47,42.9824,65.9245,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.7148,103.991,103.991,43.9964,317.7,55.9892,28.3909,36.41,32.6,40.1,24.7,14.2992,14.6024
2601.795,82.4,1.55,0.8,0.126677,0.137246,0.070249,655.42,100,402,174.2,149.8,39.866,21.9,59.8,-1,5.485,6722.2,6.1,5.4,13.2,9.7,16.5,-0.868059,-0.1,3.2,2.6,56.3,47,42.9824,65.6858,48.9221,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,317.2,55.9892,28.4108,36.35,32.7,40.1,24.7,14.3265,14.6547
2604.434,82.4,1.55,0.8,0.126693,0.137394,0.0704092,652.52,100,400.8,174.297,150.4,40.2688,19.7,60.1,-1.1,5.483,6715.3,6.1,5.4,13.2,9.6,16.5,-0.86798,-0.1,3.2,2.6,56.3,46.9,42.9824,65.3861,48.7354,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.8507,103.991,103.991,43.9964,315.9,55.9892,28.4397,36.35,32.7,40.1,24.8,14.3359,14.7239
2604.651,82.4,1.55,0.8,0.126681,0.137489,0.070466,652.58,100,401.3,176.511,149.9,39.6794,21.9,60,-1,5.482,6732.9,6.1,5.4,13.2,9.7,16.6,-0.867283,-0.1,3.2,2.6,56.4,46.9,42.9824,65.2222,48.946,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,314.1,55.9892,28.4967,36.45,32.7,40,25.3,14.7593,15.3336
2606.386,82.3,1.55,0.8,0.126593,0.137496,0.0704633,650.81,100,399.9,173.652,149.1,40.3229,20.3,59.9,-1,5.478,6715.6,6.1,5.4,13.2,9.6,16.5,-0.86701,-0.1,3.2,2.6,56.4,47,42.9883,64.9746,48.4875,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9137,103.991,103.991,43.9964,312.3,55.9892,28.4845,36.57,32.7,40,25.4,14.9372,15.5155
2601.173,82.6,1.55,0.8,0.126148,0.137079,0.0703365,655.94,100,402.5,173.93,152.2,39.6434,21.1,60.2,-1,5.488,6731,6.1,5.4,13.2,9.7,16.5,-0.866318,-0.1,3.2,2.6,56.6,47,43.4318,65.4316,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9471,103.991,103.991,43.9964,311.7,55.9892,28.5337,36.74,32.7,40.1,25.6,14.9815,15.5665
2603.673,82.2,1.55,0.8,0.125617,0.13659,0.0703108,650.04,100,399,175.508,152,40.432,21.1,59.7,-1,5.477,6720.2,6.1,5.4,13.2,9.7,16.5,-0.867493,-0.1,3.2,2.6,56.4,46.9,42.9825,64.9746,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9724,103.991,103.991,43.9964,311.4,55.9892,28.4989,36.66,32.8,40.1,25.2,14.7832,15.2165
2606.44,82.3,1.55,0.8,0.125436,0.136356,0.0701486,652.62,100,400.1,176.541,151.1,39.5594,20.2,60.3,-1,5.481,6724.1,6.1,5.4,13.2,9.7,16.6,-0.866972,-0.1,3.2,2.6,56.4,46.8,42.9824,64.9746,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.2,55.9892,28.4436,36.74,32.8,40.1,24.8,14.4605,14.7752
2603.409,82.1,1.55,0.8,0.125266,0.136224,0.0702001,650.85,100,399,177.655,149.3,40.5742,21.7,59.8,-1,5.477,6729.5,6.1,5.4,13.2,9.8,16.7,-0.8675,-0.1,3.2,2.6,56.3,46.8,42.9824,64.9746,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.1,55.9892,28.4072,36.8,32.8,40.1,24.7,14.3547,14.6789
2613.068,82.3,1.55,0.8,0.125199,0.136127,0.0700939,654.17,100,400.1,175.966,150.3,39.3613,19.7,60.1,-1.1,5.48,6721.6,6.1,5.4,13.2,9.9,16.7,-0.866915,-0.1,3.2,2.6,56.4,46.8,42.9824,64.9746,48.9815,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.1,55.9892,28.4268,36.85,32.8,40.1,24.8,14.3995,14.7337
2608.68,82.4,1.55,0.8,0.125158,0.136105,0.0700132,657.84,100,401.6,174.893,152.8,40.6746,21.8,60,-1,5.482,6732.9,6.1,5.4,13.2,9.9,16.7,-0.866544,-0.1,3.2,2.5,56.4,46.8,42.9824,64.9746,48.3338,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.2,55.9892,28.483,36.88,32.8,40.2,25,14.5168,14.9554
2601.644,82.4,1.55,0.8,0.125461,0.136365,0.070082,655.97,100,401,173.145,154.7,39.1771,20.3,59.9,-1,5.481,6720.7,6.1,5.4,13.2,9.8,16.7,-0.866414,-0.1,3.2,2.5,56.4,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.4,55.9892,28.4558,36.96,32.8,40.2,25.3,14.7524,15.2805
2604.287,82.2,1.55,0.8,0.125759,0.136699,0.0703114,648.57,100,398,175.169,152.8,40.7876,21.2,60.2,-1.1,5.475,6731.7,6.1,5.4,13.2,9.9,16.7,-0.866483,-0.1,3.2,2.5,56.3,46.7,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.5,55.9892,28.4776,36.87,32.8,40.1,25.5,14.8818,15.378
2605.807,82.1,1.55,0.8,0.125806,0.136717,0.0703757,647.58,100,397.6,173.775,148.8,39.1695,20.9,59.7,-1,5.475,6716.7,6.1,5.4,13.2,9.8,16.7,-0.865565,-0.1,3.2,2.5,56.4,46.6,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.6,55.9892,28.4221,36.78,32.8,40.1,25,14.5259,14.8876
2602.71,82,1.55,0.8,0.125714,0.136699,0.0703183,646.15,100,397,175.376,149.4,40.8263,20.3,60.3,-1,5.473,6731.7,6,5.4,13.2,9.8,16.6,-0.865419,-0.1,3.2,2.5,56.5,46.6,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,311.7,55.9892,28.4122,36.74,32.8,40.2,24.6,14.3071,14.5863
2604.653,82.2,1.55,0.8,0.125522,0.136531,0.0703313,646.1,100,397.6,176.098,149.3,39.1494,21.6,59.7,-1,5.478,6723.5,6.1,5.4,13.2,9.8,16.6,-0.866106,-0.1,3.2,2.6,56.5,46.5,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.846,103.991,43.9964,311.8,55.9892,28.4179,36.81,32.8,40.1,24.6,14.2723,14.6229
2596.659,82,1.55,0.8,0.125756,0.136758,0.0703099,645.13,100,396.9,176.386,150.6,40.8447,19.7,60.2,-1,5.475,6716.2,6.1,5.4,13.2,9.9,16.7,-0.865695,-0.1,3.2,2.5,56.5,46.5,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.738,103.991,43.9964,311.9,55.9892,28.3769,36.72,32.8,40.1,24.5,14.2775,14.5814
2599.371,82,1.55,0.8,0.12604,0.137096,0.0703756,645.07,100,396.9,175.239,149.6,39.1219,21.8,59.9,-1,5.473,6733.6,6,5.4,13.2,9.9,16.7,-0.865036,-0.1,3.2,2.5,56.5,46.6,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,102.992,103.991,43.9964,312.1,55.9892,28.436,36.51,32.8,40.1,24.5,14.2671,14.5156
2602.971,81.8,1.55,0.8,0.126527,0.13762,0.0706215,640.8,100,395.3,173.255,148.5,40.8469,20,59.9,-0.9,5.47,6712.3,6,5.4,13.2,9.8,16.7,-0.864207,-0.1,3.2,2.6,56.7,46.6,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9673,49.9814,103.005,103.991,43.9964,312.3,56.5621,28.388,36.43,32.7,40.1,24.6,14.3295,14.5451
2603.108,82,1.55,0.8,0.126752,0.13785,0.0706738,643.65,100,396.6,173.705,149.9,39.2141,21.2,60.2,-0.9,5.474,6727.6,6,5.4,13.2,9.8,16.7,-0.863408,-0.1,3.2,2.6,56.8,46.7,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9561,49.9814,103.524,103.991,43.9964,312.5,56.9886,28.3731,36.46,32.7,40.1,24.7,14.4124,14.7212
2602.039,82.1,1.55,0.8,0.127061,0.138222,0.0706361,646.73,100,398,175.121,149.8,40.8449,21.1,59.7,-0.9,5.474,6713.8,6.1,5.4,13.2,9.8,16.7,-0.863331,-0.1,3.2,2.6,56.9,46.7,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9605,49.9814,103.989,103.991,43.9964,312.7,56.9608,28.4012,36.44,32.7,40.1,25.2,14.7916,15.2812
2599.591,82,1.55,0.8,0.127341,0.13848,0.0708129,642.22,100,396.5,176.431,149.3,39.2167,20.4,60.3,-0.8,5.471,6712.7,6,5.4,13.2,9.8,16.7,-0.864251,-0.1,3.2,2.6,56.8,46.7,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.8895,49.9814,103.991,103.991,43.9964,312.8,56.5681,28.3822,36.43,32.7,40.1,25.2,14.7351,15.232
2601.559,82,1.55,0.8,0.12724,0.138437,0.0707247,642.11,100,396.1,174.582,148.6,40.5996,22.1,59.8,-0.9,5.474,6719,6,5.4,13.2,9.8,16.7,-0.863995,-0.1,3.3,2.6,56.8,46.7,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,312.8,56.4358,28.4009,36.37,32.7,40.1,24.8,14.3226,14.6879
2602.803,82,1.55,0.8,0.127302,0.13848,0.0707827,644.19,100,396.1,173.615,149.2,39.6366,20.2,60.1,-0.8,5.472,6708.6,6,5.4,13.2,9.8,16.6,-0.8628,-0.1,3.3,2.6,57,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,313,56.9886,28.3524,36.38,32.7,40.1,24.7,14.2593,14.5751
2605.694,82.1,1.55,0.8,0.127161,0.138292,0.0704912,647.75,100,398.4,173.769,149.1,40.4425,22,60,-0.8,5.477,6725.3,6.1,5.4,13.2,9.7,16.6,-0.86309,-0.1,3.3,2.6,57.1,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,313.2,56.9333,28.3507,36.29,32.7,40.1,24.7,14.2608,14.6673
2605.229,82.1,1.55,0.8,0.127261,0.138394,0.0706688,644.55,100,396.7,175.051,150.1,39.702,20.8,59.8,-0.8,5.471,6704.7,6,5.4,13.2,9.7,16.6,-0.863949,-0.1,3.3,2.6,57,46.7,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.823,43.9963,313.4,56.3992,28.35,36.29,32.7,40.1,24.5,14.2131,14.5274
2604.763,82.1,1.55,0.8,0.127244,0.138344,0.0706713,646.67,100,397.6,173.935,151.4,40.1491,21.1,60.2,-0.8,5.474,6727.7,6.1,5.4,13.2,9.6,16.5,-0.863281,-0.1,3.3,2.6,57,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.278,43.9876,313.5,56.7384,28.337,36.24,32.7,40.1,24.4,14.1386,14.5255
2603.704,82.4,1.55,0.8,0.127047,0.138117,0.0704875,652.24,100,400,174.443,151.4,40.1311,21.8,59.8,-0.8,5.479,6719.9,6.1,5.4,13.2,9.6,16.5,-0.863338,-0.1,3.3,2.6,57,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.984,43.9769,313.8,56.0139,28.381,36.27,32.7,40.1,24.4,14.1586,14.5334
2600.9,82.5,1.55,0.7,0.126959,0.137967,0.0705236,653.91,100,401.6,174.878,153.2,39.7646,20.4,60.2,-0.8,5.485,6717.4,6.1,5.4,13.2,9.6,16.5,-0.863508,-0.1,3.3,2.6,57,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,313.9,56.1897,28.3736,36.32,32.7,40.1,24.4,14.1895,14.5805
2604.978,82.5,1.55,0.7,0.126964,0.138003,0.0704823,654.28,100,401.6,176.456,152,40.361,22.2,59.9,-0.8,5.487,6722,6.1,5.4,13.2,9.7,16.6,-0.862853,-0.1,3.3,2.6,56.9,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,314,56.987,28.3985,36.34,32.7,40.1,24.4,14.1637,14.543
2607.941,82.6,1.55,0.7,0.127259,0.138275,0.0706101,654.6,100,402,176.575,151.2,39.5788,20.3,60,-0.7,5.486,6711.7,6.1,5.4,13.2,9.8,16.7,-0.861403,-0.1,3.3,2.6,57.1,46.8,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,49.9814,103.991,103.991,43.9964,314,56.9886,28.4018,36.34,32.7,40.1,24.3,14.1338,14.5256
2611.797,82.7,1.55,0.7,0.127309,0.13834,0.070467,659.66,100,403.7,174.761,152,40.5117,21.9,60.1,-0.8,5.489,6728.7,6.1,5.4,13.2,9.8,16.7,-0.860649,-0.1,3.3,2.6,57.3,46.9,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.6871,103.991,103.991,43.9964,314.1,56.9886,28.4441,36.4,32.6,40.1,24.4,14.2159,14.6388
2610.505,82.7,1.55,0.7,0.127391,0.13843,0.070434,661.67,100,404.5,174.375,152.6,39.4168,20.8,59.8,-0.8,5.49,6705.4,6.1,5.4,13.2,9.8,16.6,-0.859432,-0.1,3.3,2.6,57.4,47,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.7145,103.991,103.991,43.9964,314.4,56.9886,28.4273,36.45,32.7,40.1,24.4,14.2367,14.6518
2606.755,82.8,1.55,0.7,0.127691,0.138673,0.0703895,666.17,100,406.3,175.222,155.5,40.6781,21.2,60.2,-0.7,5.492,6724,6.1,5.4,13.2,9.8,16.6,-0.8578,-0.1,3.3,2.6,57.7,47.2,42.9824,64.9746,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.2216,103.991,103.991,43.9964,314.6,56.9886,28.4481,36.28,32.6,40.1,24.5,14.3253,14.7612
2605.434,82.9,1.55,0.7,0.127738,0.138737,0.0704127,664.55,100,406.8,175.998,155.4,39.1933,21.7,59.7,-0.7,5.494,6713.7,6.1,5.4,13.2,9.8,16.7,-0.858869,-0.1,3.3,2.6,57.6,47.3,43.0792,65.0441,47.9816,46.9818,58.9778,74.9709,58.9778,59.9776,69.9739,68.1751,50.6315,103.991,103.991,43.9964,314.8,56.9886,28.4138,36.21,32.6,40.1,24.5,14.3427,14.7913
2602.875,82.8,1.55,0.7,0.127944,0.138957,0.0705351,660.38,100,404.8,175.657,154.3,40.7847,20.4,60.2,-0.7,5.493,6716.6,6.1,5.4,13.2,9.9,16.7,-0.858924,-0.1,3.3,2.6,57.6,47.2,43.8336,65.5151,47.9816,47.4932,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9677,103.991,103.991,43.9964,315,56.9886,28.4155,36.23,32.7,40,24.5,14.3146,14.7596
2601.648,82.7,1.55,0.7,0.128179,0.139188,0.0704576,657.25,100,403.4,174.952,151.5,39.1072,22.2,59.9,-0.6,5.49,6728.8,6.1,5.4,13.2,9.8,16.7,-0.858091,-0.1,3.3,2.6,57.7,47.1,43.9822,65.4563,47.9816,47.8643,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,314.9,56.9886,28.3779,36.28,32.7,40.1,24.6,14.2827,14.6984
2607.338,82.7,1.55,0.7,0.127974,0.138973,0.0703729,659.01,100,404,172.161,151.1,40.8599,20.5,60,-0.6,5.492,6706.9,6.1,5.4,13.2,9.7,16.5,-0.857984,-0.1,3.3,2.6,57.7,47.1,43.9822,65.2266,48.0091,47.2854,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9732,103.991,103.991,43.9964,314.6,56.9886,28.4196,36.18,32.6,40.1,24.5,14.2193,14.5847
2601.627,82.6,1.55,0.7,0.127548,0.138603,0.0706447,656.03,100,402.9,173.221,152.8,39.0773,21.8,60.1,-0.5,5.489,6717.9,6.1,5.4,13.2,9.6,16.4,-0.859314,-0.1,3.3,2.6,57.6,47,43.9822,65.9744,48.7014,47.9783,58.9778,74.9709,58.9778,59.9776,69.9739,67.9742,50.9789,103.991,103.991,43.9964,314.5,56.9886,28.4131,36.26,32.6,40.1,24.6,14.1909,14.577
2604.572,82.6,1.55,0.7,0.127345,0.138244,0.0706814,660.89,100,404.2,174.962,153.5,41.043,21.1,59.8,-0.6,5.49,6700.3,6.1,5.4,13.2,9.6,16.5,-0.858676,-0.1,3.3,2.6,57.7,47.1,43.9822,65.9745,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,69.9739,68.0291,50.9787,103.991,103.991,43.9964,314.3,56.9886,28.4961,36.38,32.7,40.1,24.6,14.2743,14.6453
2598.722,82.8,1.55,0.7,0.127147,0.138033,0.0706313,665.96,100,406.7,177.4,153.9,39.1288,21,60.2,-0.5,5.495,6702.6,6.1,5.4,13.2,9.8,16.6,-0.859219,-0.1,3.3,2.6,57.7,47.2,43.9822,65.9745,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.6213,68.7666,50.9789,103.991,103.991,43.9964,314.2,56.9886,28.4958,36.42,32.7,40.1,24.5,14.2522,14.6771
2600.359,82.6,1.55,0.7,0.127256,0.138153,0.0707399,663.54,100,405.8,176.131,153,40.7188,21.8,59.8,-0.4,5.492,6692.9,6.1,5.4,13.2,9.8,16.7,-0.859059,-0.1,3.3,2.6,57.7,47.2,43.9822,65.9745,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.5186,68.3266,50.9789,103.991,103.991,43.9964,314.4,56.9886,28.5336,36.45,32.7,40,24.6,14.2951,14.724
2595.966,82.7,1.55,0.7,0.127417,0.138396,0.0707027,664.71,100,406,174.838,153,39.2552,20.5,60.2,-0.4,5.494,6692.7,6.1,5.4,13.2,9.8,16.7,-0.858478,-0.1,3.3,2.6,57.7,47.2,43.9822,65.9745,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.6398,68.3954,50.9789,103.991,103.991,43.9964,314.4,56.9886,28.4842,36.41,32.7,40,24.6,14.3721,14.7919
2607.627,82.7,1.55,0.6,0.127384,0.138315,0.0707282,669.05,100,407.3,173.88,154.2,40.743,22.2,59.9,-0.4,5.493,6701.2,6.1,5.4,13.2,9.7,16.6,-0.858579,-0.1,3.3,2.6,57.8,47.3,43.9822,65.9745,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.9715,68.9013,50.9789,103.991,103.991,43.9964,314.5,56.9886,28.4726,36.4,32.7,40,24.7,14.4623,14.9543
2600.389,82.6,1.55,0.6,0.127449,0.138373,0.0709378,667.22,100,406.5,174.257,155.4,39.2612,20.4,60,-0.4,5.491,6683.4,6.1,5.4,13.2,9.7,16.6,-0.858699,-0.1,3.3,2.6,57.7,47.3,43.9822,65.9728,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.959,68.5799,50.9789,103.991,103.889,43.9964,314.5,56.9886,28.4833,36.42,32.7,40,24.7,14.482,14.9953
2603.947,82.3,1.55,0.6,0.127801,0.138875,0.0711637,661.81,100,404.3,175.966,154.8,40.6856,22,60.1,-0.4,5.487,6696.9,6.1,5.4,13.2,9.8,16.6,-0.858049,-0.1,3.3,2.6,57.7,47.2,43.9822,65.3224,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.7232,68.3191,50.9789,103.991,103.99,43.9964,314.4,56.9886,28.4141,36.3,32.6,40,24.9,14.5012,15.0246
2606.101,82.3,1.55,0.6,0.128155,0.139325,0.0711662,660.32,100,403.5,175.754,152.7,39.3357,20.8,59.9,-0.4,5.487,6682.9,6.1,5.4,13.2,9.7,16.6,-0.855985,-0.1,3.3,2.6,57.9,47.2,43.9822,65.0291,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.6101,67.9742,50.9789,103.991,103.991,43.9964,314.4,56.9886,28.4573,36.22,32.6,40,24.9,14.5027,15.0006
2605.849,82.5,1.55,0.6,0.128472,0.139698,0.0711123,660.45,100,404.4,173.737,154.9,40.5321,21.5,60.2,-0.3,5.493,6699,6.1,5.4,13.2,9.7,16.6,-0.854085,-0.1,3.3,2.6,58.1,47.2,43.9822,65.9671,48.9815,47.9816,58.9778,74.9709,58.9778,59.9776,70.9265,68.2695,50.9789,103.991,103.991,43.9964,314.5,57.5871,28.4366,36.19,32.7,40,24.8,14.4603,14.9645
2607.072,82.4,1.55,0.6,0.128384,0.139748,0.0713618,655.27,100,402.3,174.512,152.5,39.4708,21.5,59.8,-0.2,5.489,6689.2,6.1,5.4,13.2,9.7,16.6,-0.855535,-0.1,3.3,2.6,58,47.1,43.9822,65.9745,48.9815,47.9816,58.9778,75.0257,58.9778,59.9776,70.3885,68.0295,50.9789,103.991,103.991,43.9964,314.7,57.0478,28.3549,36.04,32.6,40,24.8,14.3629,14.9006
